id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G1KR2654,cha chu dgon pa/; 恰曲寺,34.15,100.45,甘德县; dga' bde rdzong /,0101000020E6100000CDCCCCCCCC1C59403333333333134140,2013.0,2654.0,,恰曲寺,qiaqu si,江千乡,Jiangqian xiang,Jiang Qian Xiang,632623.0,甘德县,Gande Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,34.15,100.45,632623206.0,325.0,cha chu dgon pa,632623206.0,488.0,cha chu dgon pa,cha chu dgon pa,na,G1753,dga' bde rdzong,G1KR2654,,,,,恰曲寺,上藏科帐房寺,qiaqu si,1821,n,0.786052288,0.786,,,,,,
G1KR2806,嘎日寺; mkhar nyang chen dgon/,32.06291,96.52427,nang chen rdzong /; 囊谦县; Nangchen County,0101000020E61000008811C2A38D215840B24B546F0D084040,472.0,2806.0,,嘎日寺 - 噶尔寺,gari si - ga'er si,白扎乡,Baizha xiang,Bai Zha Xiang,632725.0,囊谦县,Nangqian Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.06291,96.52427,632725201.0,123.0,mkhar nyang chen byang chub chos gling,632725201.0,123.0,mkhar nyang chen byang chub chos gling,mkhar nyang chen byang chub chos gling,na,G1467,nang chen rdzong,G1KR2806,,,,,嘎日寺,尕儿寺,gari si / ga'er si,1544,Drigung,6.205928213,6.206,,,,,"upper and lower temples, upper built in 1544",
G1KR1365,曲宗寺,30.93333,94.7,Palbar County; dpal 'bar rdzong /; 边坝县,0101000020E6100000CDCCCCCCCCAC57402D6002B7EEEE3E40,1344.0,1365.0,,曲宗寺,Quzong si,边坝镇,Bianba zhen,Bian Ba Zhen,542133.0,边坝县,Bianba Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.93333,94.7,542133100.0,227.0,,542133100.0,227.0,na,,Bianba,G2189,dpal 'bar rdzong,G1KR1365,,,,na,曲宗寺,,Quzong si,na,Geluk,6.115085917,6.115,na,na,na,na,na,
G4777,chu mig dgon/; 其美寺,30.61667,101.03333,rta'u rdzong /; 道孚县; Tawu county,0101000020E610000072FE2614224259409F6CCA15DE9D3E40,268.0,359.0,,,qi mei si,仲尼乡,Zhongni xiang,Zhong Ni Xiang,513326.0,道孚县,Daofu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.61667,101.03333,513326205.0,461.0,chu miag dagon,513326205.0,461.0,chu miag dagon,,Daofu,G2298,rta'u rdzong,G4777,,chu mig dgon,,na,其美寺,,qi mei si,1275,bon po/,5.099699118,5.1,,,,,,
G1546,rtsis tshang dgon/; 孜苏寺,31.68333,99.71667,dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E61000008E01D9EBDDED58402C6002B7EEAE3F40,367.0,410.0,,,zha jue si,来马乡,Laima xiang,Lai Ma Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.68333,99.71667,513328206.0,307.0,brag lcog dgon,513328206.0,307.0,brag lcog dgon/,,Kanze,G621,dkar mdzes rdzong,G1546,,,,na,扎觉寺,,zha jue si,1410,dge lugs/,56.40647373,56.406,,,,,,
G3808,sgom phug dgon/; 更普寺,31.11667,99.01667,dpal yul rdzong /; Palyul county; 白玉县,0101000020E6100000C2340C1F11C158409F6CCA15DE1D3F40,2533.0,562.0,,,long tong si,章都乡,Zhangdu xiang,Zhang Du Xiang,513331.0,白玉县,Baiyu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.11667,99.01667,513331202.0,347.0,kloang thang dagon,513331202.0,347.0,kloang thang dagon,,Baiyu,G2300,dpal yul rdzong,G3808,,klong thang dgon,,na,龙通寺,,long tong si,1403,rnying ma/,5.605171705,5.605,,,,,,
G1954,ye shes dkon mchog gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR44,seng seng dgon/; 仓仓寺,31.53994,101.66849,chu chen rdzong /; 金川县,0101000020E6100000FFEC478AC86A594060CD0182398A3F40,1816.0,44.0,,仓仓寺,Cang cang si,阿科里乡,Akeli xiang,A Ke Li Xiang,513226.0,金川县,Jinchuan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.53994,101.66849,513226213.0,85.0,Seng seng dgon,513226213.0,85.0,Seng seng dgon,seng seng dgon,Chu chen rdzong,G2335,chu chen rdzong,G1KR44,,,,,仓仓寺,,Cang cang si,1200,N,4.838982846,4.839,,,,,,
G3384,'bri ru chos sde dgon/,,,Biru county; 'bri ru rdzong /; 比如县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G305,go 'jo de'u dmar dgon/,,,go 'jo/; 贡觉县; Gongjo County; go 'jo rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1673,多宝寺,30.66667,92.38333,嘉黎县; Lhari county; lha ri rdzong /,0101000020E6100000D7648D7A881857406D3997E2AAAA3E40,1386.0,1673.0,,多保寺,Duobao si,藏比乡,Cangbi xiang,Cang Bi Xiang,542422.0,嘉黎县,Jiali Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,30.66667,92.38333,542422210.0,508.0,,542422210.0,508.0,na,,Jiali,G2397,lha ri rdzong,G1KR1673,,,,na,多宝寺,,Duobao si,na,Geluk,1.572030435,1.572,na,na,na,na,na,
G438,the bo dgon pa/,,,迭部县; the bo rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1588,宁布寺; nyin sbug,29.41667,87.43333,ngam ring rdzong /; Ngamring county; 昂仁县,0101000020E61000000B98C0ADBBDB55406E3997E2AA6A3D40,2307.0,1588.0,,,Nyinbu,,Qiuwo xiang,,542327.0,昂仁县,Angren Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.41667,87.43333,542327202.0,542327109.0,nyin sbug,542327202.0,542327109.0,nyin sbug,nyin sbug,Ngamring,G2162,ngam ring rdzong,G1KR1588,,,,Nyinbu,宁布寺,,na,1050,Nyingma,7.042005563,7.042,1450,Geluk,x,x,has a large hall,
G2960,zur gsang sngags gling /; 苏尔桑阿林寺,29.21667,88.95,gzhis ka rtse/; 桑珠孜区(2014); Shikatse City (1986-2014),0101000020E6100000CDCCCCCCCC3C56403A0664AF77373D40,1355.0,1507.0,,,Zur Sangnakling,,Jiacuoxiong xiang,,542301.0,日喀则市,Rikaze Shi,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.21667,88.95,542301202.0,542312.0,zur gsang sngags gling,542301202.0,542312.0,zur gsang sngags gling,,Shigatse,G2170,gzhis ka rtse rdzong,G2960,dup. G4778,,,Zur Sangnakling,苏尔桑阿林寺,,na,1421,Geluk,8.927774306,8.928,x,x,x,x,"Footnote 440 in Khentse's Guide implies this gonpa refers to a gsang sngags mkhar founded as Geluk in 1421, but Khentse's textual account is of 'fhe premier monastery of the traditional teaching of the Nyingmapa'!",
G1KR1779,聂果寺; gnya' sgo dgon/,30.62,81.57,spu hreng rdzong /; Purang county; 普兰县,0101000020E610000014AE47E17A6454401F85EB51B89E3E40,2860.0,1779.0,,,,霍尔乡,Huo Er Xiang,Huoer xiang,542521.0,普兰县,Pulan Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,30.62,81.57,542521201.0,62.0,gnya' sgo dgon,542521201.0,62.0,gnya' sgo dgon,gnya' sgo dgon,spu rang dzong,G2154,spu hreng rdzong,G1KR1779,,,,,聂果寺,,na,1450,skya pa,2.202740209,2.203,x,SAME,x,,,
G2050,gzi sbug dog mo dgon/,,,se ra smad grwa tshang /; Serame Dratsang; gzi sbug shang (mal gro gung dkar rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4277,ko rgyal yar dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1051,觉乃寺,32.0,97.56667,Joda County; 'jo mda' rdzong /; 江达县,0101000020E6100000F5673F52446458400000000000004040,1641.0,1051.0,,香拿寺,Xiangna si,生达乡,Shengda xiang,Sheng Da Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.0,97.56667,542122206.0,387.0,,542122206.0,382.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1051,,,,na,觉乃寺,,Juenai si,na,Kagyu,6.578489115,6.578,na,na,na,na,na,
G1KR1279,当泽寺; ltag tsha dgon/,29.423435,97.737408,左贡县; Zogang County; mdzo sgang rdzong /,0101000020E610000000000000007058406E3997E2AA6A3D40,1288.0,1278.0,,吾塘寺,Wutang si,下林卡乡,Xialinka xiang,Xia Lin Ka Xiang,542128.0,左贡县,Zuogong Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.41667,97.75,542128209.0,138.0,,542128209.0,138.0,na,,Zuogong,G2180,mdzo sgang rdzong,G1KR1279,,,,na,吾唐寺,,Wutang si,na,Geluk,2.980566705,2.981,na,na,na,na,na,
G3794,bka' bzhi dgon pa/; 高尔寺,30.08333,101.48333,康定县; Dardo county; dar mdo rdzong /,0101000020E61000003ECBF3E0EE5E594092C6681D55153E40,2650.0,253.0,,,gao er si,新都桥镇,Xinduqiao zhen,Xin Du Qiao Zhen,513321.0,康定县,Kangding Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.08333,101.48333,513321102.0,88.0,bka' bzh dgon,513321102.0,88.0,bka' bzh dgon,,Kangding,G2308,dar mdo rdzong,G3794,,dka' bzhi dgon pa,,na,高尔寺,木雅高尔寺,gao er si,1360,sa skya/,2.438667512,2.439,,,,,,
G3855,mtsho steng dgon/; 赤登寺,28.75,100.21667,'dab pa rdzong /; 稻城县; Dabpa county,0101000020E61000008E01D9EBDD0D59400000000000C03C40,139.0,747.0,,,zha e si,木拉乡,Mula xiang,Mu La Xiang,513337.0,稻城县,Daocheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.75,100.21667,513337206.0,416.0,brag mgo dagon,513337206.0,416.0,brag mgo dagon,brag mgo dgon,Daocheng,G2306,dab pa rdzong,G3855,,brag mgo dgon ('dab pa rdzong),,na,扎俄寺,,zha e si,1275,bka' brgyud/,3.928449834,3.928,,,,,,
G1PD96041,马营寺; mA yang dgon bkra shis chos gling /,36.60995,102.67434,乐都县; gro tshang rdzong /,0101000020E61000009E98F56228AB5940FC1873D7124E4240,712.0,2205.0,,马营寺,maying si,芦花乡,Luhua xiang,Lu Hua Xiang,632123.0,乐都县,Ledu Xian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.60995,102.67434,632123209.0,240.0,mA yang dgon bkra shis chos gling,632123209.0,107.0,mA yang dgon bkra shis chos gling,,na,G1PD5303,gro tshang rdzong,G1PD96041,,,,,马营寺,,maying si,1740,g,16.73640167,16.736,,,,,,
G1KR1366,巴雄寺,30.93333,94.7,Palbar County; dpal 'bar rdzong /; 边坝县,0101000020E6100000CDCCCCCCCCAC57402D6002B7EEEE3E40,1345.0,1366.0,,巴雄寺,Baxiong si,边坝镇,Bianba zhen,Bian Ba Zhen,542133.0,边坝县,Bianba Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.93333,94.7,542133100.0,228.0,,542133100.0,228.0,na,,Bianba,G2189,dpal 'bar rdzong,G1KR1366,,,,na,巴雄寺,,Baxiong si,na,Geluk,6.115085917,6.115,na,na,na,na,na,
G269,塔秀寺; thar shul dgon pa/; Tarshul Gon Shedrub Rabtenling,36.20011,99.73659,共和县; chab cha rdzong /,0101000020E6100000E223624A24EF584021CD58349D194240,879.0,2501.0,,塔秀寺,taxiu si,切吉乡,Qieji xiang,Qie Ji Xiang,632521.0,共和县,Gonghe Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.20011,99.73659,632521211.0,410.0,thar shul dgon pa,632521211.0,426.0,thar shul dgon pa,,na,G1698,chab cha rdzong,G269,,,,,塔秀寺,他修寺,taxiu si,1907,g,0.609043072,0.609,,,,,,
G3912,rta nu dgon/,,,li thang rdzong /; 理塘县; Litang county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1583,尤依古洛寺; ku lung 'brog dgon/,30.85,99.85,nyag rong rdzong /; 新龙县; Nyakrong county,0101000020E61000006566666666F658409A99999999D93E40,2512.0,497.0,,,you yi gu luo si,友谊乡,Youyi xiang,You Yi Xiang,513329.0,新龙县,Xinlong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.85,99.85,513329215.0,189.0,ku lung 'brog dgon,513329215.0,189.0,ku lung 'brog dgon/,,Xinlong,G1246,nyag rong rdzong,G1583,,,,na,尤依古洛寺,,you yi gu luo si,na,rnying ma/,3.648702886,3.649,,,,,,
G1KR2395,沙陀寺; sa mtho dga' ldan dgon/,37.26,99.86,rkang tsha rdzong /; 刚察县,0101000020E6100000D7A3703D0AF75840E17A14AE47A14240,1926.0,2395.0,,沙陀寺,shatuo si,泉吉乡,Quanji xiang,Quan Ji Xiang,632224.0,刚察县,Gangcha Xian,6322.0,Haibei Diqu,Qinghai,Qinghai_Lex_20120621,37.26,99.86,632224203.0,167.0,sa mtho dgal ldan dgon bkra shis chos 'khor gling,632224203.0,554.0,sa mtho dgal ldan dgon bkra shis chos 'khor gling,sa mtho dgal ldan dgon bkra shis chos 'khor gling,na,G2315,rkang tsha rdzong,G1KR2395,,,,,沙陀寺,沙托寺/尕旦寺,shatuo si,1665,n,2.933354193,2.933,,,,,,
G1KR1636,skyid tshal dgon/; 吉砻蔡寺,27.53333,88.98333,gro mo rdzong /; 亚东县; Dromo county,0101000020E61000003ECBF3E0EE3E5640C5F99B5088883B40,2321.0,1636.0,,,(Jilongcha),,Shangyadong xiang,,542334.0,亚东县,Yadong Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,27.53333,88.98333,542334203.0,542334107.0,(Jilongcha),542334203.0,542334107.0,(Jilongcha),?,Dromo,G2172,gro mo rdzong,G1KR1636,,,,(Jilongcha),吉砻蔡寺,,na,1250,Nyingma,5.369704129,5.37,x,x,x,x,no sure Tibetan name found in 1950s Phari dzong gonpa list (possibly gsam grub lha khang; only Nyingma gonpa listed in Phari dzong in 1950s list). Largest Nyingma gonpa in Yadong county.,
G306,skong dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2714,bsam 'grub bde chen gling /,,,yul shul rdzong /; 玉树县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2847,rgyal chen ri khrod/; Gyalchen Ritro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1052,本青寺,32.0,97.56667,Joda County; 'jo mda' rdzong /; 江达县,0101000020E6100000F5673F52446458400000000000004040,1642.0,1052.0,,仲让寺,Zhongrang si,生达乡,Shengda xiang,Sheng Da Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.0,97.56667,542122206.0,388.0,,542122206.0,383.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1052,,,,na,本青寺,,Benqing si,na,Kagyu,6.578489115,6.578,na,na,na,na,na,
G4276,ging thang dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2754,哇龙寺; wa lung dgon pa/,33.05123,94.20416,杂多县; rdza stod rdzong /,0101000020E6100000AFC91AF5108D57407B4963B48E864040,1771.0,2754.0,,哇龙寺,walong si,旦荣乡,Danrong xiang,Dan Rong Xiang,632722.0,杂多县,Zaduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.05123,94.20416,632722205.0,107.0,wa lung dgon pa,632722205.0,107.0,wa lung dgon pa,wa lung dgon pa,na,G2328,rdza stod rdzong,G1KR2754,,,,,哇龙寺,,walong si,na,Karma,0.480234903,0.48,,,,,tent temple,
G439,stod lung thag ma dgon/,,,stod lung bde chen rdzong /; Tolung Dechen County; 堆龙德庆县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3854,brag mgo dgon/; 扎俄寺,28.75,100.21667,'dab pa rdzong /; 稻城县; Dabpa county,0101000020E61000008E01D9EBDD0D59400000000000C03C40,138.0,746.0,,,xhi deng si,木拉乡,Mula xiang,Mu La Xiang,513337.0,稻城县,Daocheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,28.75,100.21667,513337206.0,415.0,mtsho steang dagon,513337206.0,415.0,mtsho steang dagon,,Daocheng,G2306,dab pa rdzong,G3854,,mtsho steng dgon ('dab pa rdzong),,na,赤登寺,Correct pinyin: chi deng si,xhi deng si,1200,bka' brgyud/,3.928449834,3.928,,,,,,
G3511,jo bo 'bum pa/; 觉吾本巴,29.46388,91.19041,gong dkar rdzong /; Gongkar county; 贡嘎县,0101000020E610000035B56CAD2FCC5640BA44F5D6C0763D40,2126.0,1442.0,,,Jowo Bumpa,昌果乡,Changguo xiang,Chang Guo Xiang,542223.0,贡嘎县,Gongga Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.46388,91.19041,542223202.0,542223108.0,jo bo 'bum pa G3511,542223202.0,542223108.0,jo bo 'bum pa,,Gongkar,G2135,gong dkar rdzong,G3511,,,,Jowo Bumpa,觉吾本巴,,na,1050,non-sect,8.314279776,8.314,x,x,x,x,,
G1KR148,yid dwangs dgon/; 依东寺,31.78287,101.12261,'dzam thang rdzong /; 壤塘县,0101000020E6100000670A9DD7D8475940FF04172B6AC83F40,38.0,148.0,,依东寺,Yi dong si,宗科乡,Zongke xiang,Zong Ke Xiang,513230.0,壤塘县,Rangtang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.78287,101.12261,513230201.0,101.0,Yid dwangs dgon ( Gsang sngags rab brtan gling),513230201.0,101.0,Yid dwangs dgon ( Gsang sngags rab brtan gling),yid dwangs dgon ( gsang sngags rab brtan gling),Dzam thang rdzong,G2336,dzam thang rdzong,G1KR148,,yid dwangs gsang sngags rab brtan gling,,,依东寺,,Yi dong si,1034,B,12.19095918,12.191,1700,N,,,,
G3911,rlobs bde chen gling dgon/,,,li thang rdzong /; 理塘县; Litang county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4939,kaH thog dar thang sde/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1952,dga' tshal/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1161,spang ston dgon pa/,,,mon bum thang chu smad/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1108,日朗寺,30.41667,98.88333,贡觉县; Gongjo County; go 'jo rdzong /,0101000020E6100000D8648D7A88B858406C3997E2AA6A3E40,2219.0,1108.0,,日郎寺,Rilang si,木协乡,Muxie xiang,Mu Xie Xiang,542123.0,贡觉县,Gongjue Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.41667,98.88333,542123206.0,321.0,,542123206.0,321.0,na,,Gongjue,G2182,go 'jo rdzong,G1KR1108,,,,na,日朗寺,日郎寺/仁郎寺,Rilang si,na,Nyingma,15.33389558,15.334,na,na,na,na,na,
G1PD9232,广惠寺; kong hos zi/,36.3323,102.72756,民和县; bka' ma log rdzong /,0101000020E61000002D78D15790AE5940FB3A70CE882A4240,691.0,2182.0,,松树寺,songshu si,核挑庄乡,Hetiaozhuang xiang,He Tiao Zhuang Xiang,632122.0,民和回族土族自治县,Minhe Hui-Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.3323,102.72756,632122218.0,190.0,su'u hru'u zi,632122218.0,79.0,su'u hru'u zi,su'u hru'u zi,na,G1PD95976,bka' ma log rdzong,G1PD9232,,,,,,,songshu si,1692,g,47.27573573,41.26,,,,,,
G1PD100878,shel dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4511,dmu g.yad dgon/; 木松拉康,31.079437,95.458998,steng chen rdzong /; Tengchen County; 丁青县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1993,扎西寺; bkra shis dgon/,34.01181,103.29866,迭部县; the bo rdzong /,0101000020E6100000E527D53E1DD3594004E275FD82014140,1083.0,1993.0,,,Zhaxi Si,电尕乡,Dianga xiang,Dian Ga Xiang,623024.0,迭部县,Diebu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.01181,103.29866,623024201.0,623024114.0,bkra shis dgon,623024201.0,623024114.0,bkra shis dgon,bkra shis dgon,the bo,G2205,the bo rdzong,G1KR1993,,,,,扎西寺,,Zhaxi Si,1642,Gelug,11.39557852,11.396,,,,,,
G307,sa bzang dga' ldan dgon/,,,sa skya rdzong /; Sakya county; 萨迦县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2894,rdo tshang shog dgon pa/; 多仓寺,35.04278,96.37985,曲麻莱县; chu dmar leb rdzong /,0101000020E6100000AED85F764F1858402176A6D079854140,2407.0,2894.0,,多仓寺,duocang si,麻多乡,Maduo xiang,Ma Duo Xiang,632726.0,曲麻莱县,Qumalai Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,35.04278,96.37985,632726204.0,79.0,rdo tshang shog dgon pa,632726204.0,79.0,rdo tshang shog dgon pa,rdo tshang shog dgon pa,na,G2327,chu dmar leb rdzong,G1KR2894,yus hru'u,,,,多仓寺,格宁仓寺,duocang si,1935,Nyingma,0.770021522,0.77,,,,,tent temple,
G2056,ba log dgon/,,,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1575,khang dmar dgon/; 空玛寺,31.58333,100.08334,dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E6100000B79C4B715505594093C6681D55953F40,373.0,420.0,,,ni mo jue mo si,拖坝乡,Tuoba xiang,Tuo Ba Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.58333,100.08334,513328210.0,306.0,gnas nang jo mo dagon,513328210.0,306.0,gnas nang jo mo dagon,,Kanze,G621,dkar mdzes rdzong,G1575,,,,na,尼莫觉母寺,,ni mo jue mo si,na,dge lugs/,38.19223425,38.192,,,,,,
G4842,白格寺; pe kun dgon/,33.96181,104.0794,舟曲县; 'brug chu rdzong /,0101000020E61000005BD3BCE314055A409E7B0F971CFB4040,1058.0,1963.0,,,Baishi Si,巴藏乡,Bacang xiang,Ba Cang Xiang,623023.0,舟曲县,Zhouqu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,33.96181,104.0794,623023201.0,623023122.0,pe kun dgon bkra shis chos 'phel gling,623023201.0,623023122.0,pe kun dgon bkra shis chos 'phel gling,,brug chu,G2206,brug chu rdzong,G4842,,,,,白格寺,扎西曲培林,Baishi Si,1709,Gelug,11.08770374,11.088,,,,,,
G3918,g.yon ru rnying ma'i grwa tshang /,,,li thang rdzong /; 理塘县; Litang county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2238,派日尔拉康; pai ri er lha khang /,36.76,101.95,Gonlung; dgon lung rdzong /; 互助县,0101000020E6100000CCCCCCCCCC7C5940E07A14AE47614240,2893.0,2238.0,,派日尔拉康,pai ri er la kang,东山乡,Dongshan xiang,Dong Shan Xiang,632126.0,互助土族自治县,Huzhu Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.76,101.95,632126207.0,575.0,pai ri er la kang,632126207.0,155.0,pai ri er la kang,pai ri er lhakhang(dgon mingzur chagyin),na,G1PD96101,dgon lung rdzong,G1KR2238,,,,,派日尔拉康,,pai ri er la kang,na,tuzu,21.06593638,21.066,,,,,,
G1KR1327,扎麦寺,29.95,98.71667,smar khams rdzong /; 芒康县; Markham county,0101000020E61000008E01D9EBDDAD58403333333333F33D40,2259.0,1323.0,,色登寺,Sedeng si,宗西乡,Zongxi xiang,Zong Xi Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.95,98.71667,542129209.0,181.0,,542129209.0,181.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1327,,bsam grub chos gling,,na,色登寺,色登桑珠曲林寺,Sedeng si,na,Nyingma,9.603799612,9.604,na,na,na,na,na,
G1KR1682,德木寺,31.53333,93.25,Biru county; 'bri ru rdzong /; 比如县,0101000020E61000000000000000505740C5F99B5088883F40,1390.0,1682.0,,德母寺,Demu si,茶曲乡,Chaqu xiang,Cha Qu Xiang,542423.0,比如县,Biru Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.53333,93.25,542423206.0,428.0,,542423206.0,428.0,na,,Biru,G2386,bri ru rdzong,G1KR1682,,,,na,德木寺,达木寺,Demu si,na,Geluk,2.816108139,2.816,na,na,na,na,na,
G1876,格哇俄康; ske ba sngags khang /,36.02238,101.542,khri ka rdzong /; 贵德县,0101000020E6100000A69BC420B0625940D00A0C59DD024240,1961.0,2526.0,,格哇俄康,gewa ekang,河东乡,Hedong xiang,He Dong Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.02238,101.542,632523200.0,288.0,sked ba sngags khang,632523200.0,315.0,sked ba sngags khang,,na,G1715,khri ka rdzong,G1876,,ske ba sngags khang phun tshogs bsam gtan gling,,,格哇俄康,,gewa ekang,1777,n,20.35712208,20.357,,,,,,
G1KR1960,石门寺; rdo dbus byams pa gling /,34.76926,103.83647,卓尼县; co ne rdzong /,0101000020E6100000738577B988F559407C0F971C77624140,1055.0,1960.0,,,Shimen Si,洮砚乡,Taoyan xiang,Tao Yan Xiang,623022.0,卓尼县,Zhuoni Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.76926,103.83647,623022213.0,623022104.0,rdo dbus byams pa gling,623022213.0,623022104.0,rdo dbus byams pa gling,rdo dbus byams pa gling,co ne,G2203,co ne rdzong,G1KR1960,,,,,石门寺,道卫香巴朗,Shimen Si,1595,Gelug,11.76609013,11.766,,,,,,
G3690,sgo mo dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
